,time,mem,correct,size,max_value,sum,algorithm,result
0,0.0002148151397705078,408,True,6,60,164,accurate,False
1,0.0030870437622070312,2760,True,6,60,164,dynamic,False
2,0.005793333053588867,648,True,8,80,271,accurate,False
3,0.003576040267944336,3040,True,8,80,271,dynamic,False
4,0.0015978813171386719,504,True,10,100,447,accurate,False
5,0.012523412704467773,5716,True,10,100,447,dynamic,False
6,0.016681432723999023,0,True,12,120,788,accurate,True
7,0.03364086151123047,11469,True,12,120,788,dynamic,True
8,0.04937744140625,10752,True,14,140,850,accurate,True
9,0.3022458553314209,4880,True,14,140,850,dynamic,True
10,0.42418694496154785,0,True,16,160,835,accurate,True
11,1.2330613136291504,25008,True,16,160,835,dynamic,True
12,8.223016023635864,0,True,18,180,1368,accurate,True
13,0.08346414566040039,27019,True,18,180,1368,dynamic,True
14,11.404472827911377,14168,True,20,200,1735,accurate,True
15,3.5103564262390137,42956,True,20,200,1735,dynamic,True
16,8.565164566040039,59510,True,22,220,2032,accurate,True
17,2.309525966644287,52779,True,22,220,2032,dynamic,True
18,10.354734659194946,8144,True,24,240,2100,accurate,True
19,3.1603946685791016,51890,True,24,240,2100,dynamic,True
20,0.00010895729064941406,12630,True,6,60,162,accurate,False
21,0.0015804767608642578,3280,True,6,60,162,dynamic,False
22,0.0003657341003417969,1424,True,8,80,265,accurate,False
23,0.003296375274658203,3322,True,8,80,265,dynamic,False
24,0.0006327629089355469,1384,True,10,100,422,accurate,True
25,0.03746771812438965,1640,True,10,100,422,dynamic,True
26,0.0004229545593261719,7336,True,12,120,498,accurate,True
27,0.05588865280151367,6588,True,12,120,498,dynamic,True
28,0.1549699306488037,5457,True,14,140,777,accurate,True
29,0.030803918838500977,0,True,14,140,777,dynamic,True
30,0.8716609477996826,9392,True,16,160,1129,accurate,True
31,1.8166310787200928,25823,True,16,160,1129,dynamic,True
32,0.15582966804504395,1540,True,18,180,1075,accurate,True
33,0.0801699161529541,22480,True,18,180,1075,dynamic,True
34,2.0387439727783203,1632,True,20,200,1412,accurate,True
35,3.8929665088653564,23585,True,20,200,1412,dynamic,True
36,7.172895431518555,35065,True,22,220,1938,accurate,True
37,5.6742119789123535,39334,True,22,220,1938,dynamic,True
38,29.109686851501465,52493,True,24,240,2177,accurate,True
39,3.6062088012695312,41711,True,24,240,2177,dynamic,True
40,0.0002052783966064453,14358,True,6,60,144,accurate,False
41,0.002270221710205078,2760,True,6,60,144,dynamic,False
42,0.0001232624053955078,1336,True,8,80,255,accurate,True
43,0.009163618087768555,2968,True,8,80,255,dynamic,True
44,0.17419791221618652,17303,True,10,100,421,accurate,False
45,0.020221948623657227,6722,True,10,100,421,dynamic,False
46,0.013912439346313477,744,True,12,120,704,accurate,False
47,0.5439493656158447,17069,True,12,120,704,dynamic,False
48,0.20392775535583496,5190,True,14,140,695,accurate,True
49,1.0355827808380127,916,True,14,140,695,dynamic,True
50,2.5062201023101807,0,True,16,160,1322,accurate,False
51,3.712656021118164,26488,True,16,160,1322,dynamic,False
52,4.0067360401153564,0,True,18,180,1186,accurate,True
53,2.151297092437744,31988,True,18,180,1186,dynamic,True
54,5.241783618927002,45828,True,20,200,1305,accurate,True
55,0.11904382705688477,29142,True,20,200,1305,dynamic,True
56,16.174155235290527,90737,True,22,220,2036,accurate,True
57,0.930645227432251,51815,True,22,220,2036,dynamic,True
58,22.910635232925415,0,True,24,240,2570,accurate,True
59,2.0913524627685547,69811,True,24,240,2570,dynamic,True
60,0.0002589225769042969,16638,True,6,60,100,accurate,False
61,0.0023622512817382812,3280,True,6,60,100,dynamic,False
62,0.000396728515625,408,True,8,80,172,accurate,True
63,1.0819087028503418,848,True,8,80,172,dynamic,True
64,0.0007045269012451172,456,True,10,100,339,accurate,True
65,0.027032136917114258,4700,True,10,100,339,dynamic,True
66,0.17408514022827148,2972,True,12,120,615,accurate,False
67,0.03777790069580078,8984,True,12,120,615,dynamic,False
68,1.0236279964447021,41208,True,14,140,1095,accurate,True
69,0.6509747505187988,11530,True,14,140,1095,dynamic,True
70,2.0429935455322266,3008,True,16,160,1177,accurate,False
71,0.042632102966308594,0,True,16,160,1177,dynamic,False
72,0.34302759170532227,66333,True,18,180,1042,accurate,True
73,4.032991886138916,24541,True,18,180,1042,dynamic,True
74,33.5673508644104,0,True,20,200,1932,accurate,False
75,2.3823490142822266,46892,True,20,200,1932,dynamic,False
76,3.2633700370788574,19614,True,22,220,1766,accurate,True
77,0.1434154510498047,41577,True,22,220,1766,dynamic,True
78,5.421680212020874,0,True,24,240,2025,accurate,True
79,1.1961402893066406,55774,True,24,240,2025,dynamic,True
80,8.726119995117188e-05,6518,True,6,60,168,accurate,False
81,0.0015616416931152344,2760,True,6,60,168,dynamic,False
82,0.00042939186096191406,480,True,8,80,270,accurate,False
83,0.00986933708190918,3247,True,8,80,270,dynamic,False
84,0.0014793872833251953,456,True,10,100,410,accurate,False
85,0.04620099067687988,5341,True,10,100,410,dynamic,False
86,2.7409021854400635,11712,True,12,120,391,accurate,True
87,0.01257777214050293,6192,True,12,120,391,dynamic,True
88,0.05318403244018555,1032,True,14,140,887,accurate,False
89,1.3362789154052734,0,True,14,140,887,dynamic,False
90,0.08496928215026855,1440,True,16,160,967,accurate,True
91,0.05318713188171387,18504,True,16,160,967,dynamic,True
92,4.0359416007995605,0,True,18,180,1394,accurate,True
93,1.493882179260254,5312,True,18,180,1394,dynamic,True
94,2.656182289123535,0,True,20,200,1837,accurate,True
95,0.5719804763793945,35653,True,20,200,1837,dynamic,True
96,15.381985664367676,6160,True,22,220,2137,accurate,True
97,2.490123987197876,0,True,22,220,2137,dynamic,True
98,37.88560342788696,0,True,24,240,2061,accurate,True
99,4.163172006607056,57678,True,24,240,2061,dynamic,True
100,0.0001685619354248047,408,True,6,60,164,accurate,True
101,0.002882242202758789,3280,True,6,60,164,dynamic,True
102,0.0004134178161621094,480,True,8,80,253,accurate,False
103,0.003347635269165039,3198,True,8,80,253,dynamic,False
104,0.0014657974243164062,1408,True,10,100,351,accurate,True
105,0.40077662467956543,6514,True,10,100,351,dynamic,True
106,0.00177764892578125,1360,True,12,120,502,accurate,True
107,0.02004265785217285,8203,True,12,120,502,dynamic,True
108,0.4355909824371338,0,True,14,140,948,accurate,False
109,0.0512700080871582,11833,True,14,140,948,dynamic,False
110,0.12287521362304688,7867,True,16,160,1127,accurate,True
111,0.06832695007324219,20012,True,16,160,1127,dynamic,True
112,11.068921327590942,25121,True,18,180,1323,accurate,True
113,1.2166123390197754,0,True,18,180,1323,dynamic,True
114,0.12165427207946777,1720,True,20,200,1443,accurate,True
115,1.1795375347137451,63933,True,20,200,1443,dynamic,True
116,17.093713998794556,3288,True,22,220,2160,accurate,True
117,3.3148679733276367,42200,True,22,220,2160,dynamic,True
118,66.04739737510681,0,True,24,240,2104,accurate,True
119,1.2404413223266602,58397,True,24,240,2104,dynamic,True
120,7.939338684082031e-05,21031,True,6,60,107,accurate,True
121,0.005456209182739258,0,True,6,60,107,dynamic,True
122,0.00043463706970214844,480,True,8,80,403,accurate,False
123,0.18065476417541504,18544,True,8,80,403,dynamic,False
124,0.002987384796142578,1456,True,10,100,489,accurate,False
125,0.3003358840942383,10237,True,10,100,489,dynamic,False
126,0.0003502368927001953,432,True,12,120,484,accurate,True
127,0.40848851203918457,4080,True,12,120,484,dynamic,True
128,0.007572174072265625,0,True,14,140,653,accurate,True
129,0.04877662658691406,0,True,14,140,653,dynamic,True
130,0.037187814712524414,0,True,16,160,926,accurate,True
131,0.8674414157867432,8521,True,16,160,926,dynamic,True
132,1.5185203552246094,18743,True,18,180,1169,accurate,True
133,0.03851675987243652,0,True,18,180,1169,dynamic,True
134,5.312659025192261,23391,True,20,200,1565,accurate,True
135,2.101771116256714,0,True,20,200,1565,dynamic,True
136,65.94395685195923,0,True,22,220,2017,accurate,True
137,2.1736860275268555,0,True,22,220,2017,dynamic,True
138,25.204326629638672,0,True,24,240,2043,accurate,True
139,1.3689093589782715,55200,True,24,240,2043,dynamic,True
140,0.00016450881958007812,6668,True,6,60,137,accurate,False
141,0.002068758010864258,3280,True,6,60,137,dynamic,False
142,0.0006659030914306641,1408,True,8,80,384,accurate,False
143,0.01191401481628418,4105,True,8,80,384,dynamic,False
144,0.0007278919219970703,1384,True,10,100,364,accurate,True
145,0.012596368789672852,0,True,10,100,364,dynamic,True
146,0.0029859542846679688,18170,True,12,120,500,accurate,True
147,0.009366512298583984,0,True,12,120,500,dynamic,True
148,0.16896748542785645,12306,True,14,140,1096,accurate,False
149,0.26848626136779785,12183,True,14,140,1096,dynamic,False
150,1.7988910675048828,0,True,16,160,1113,accurate,False
151,0.6862838268280029,0,True,16,160,1113,dynamic,False
152,2.169872999191284,10212,True,18,180,1360,accurate,True
153,0.09123873710632324,27031,True,18,180,1360,dynamic,True
154,50.362069606781006,0,True,20,200,1846,accurate,False
155,0.9413952827453613,0,True,20,200,1846,dynamic,False
156,23.59018325805664,6376,True,22,220,2275,accurate,True
157,1.7693681716918945,0,True,22,220,2275,dynamic,True
158,55.819480895996094,0,True,24,240,2666,accurate,True
159,3.544856071472168,71087,True,24,240,2666,dynamic,True
160,0.0001995563507080078,4120,True,6,60,152,accurate,False
161,0.002649545669555664,3280,True,6,60,152,dynamic,False
162,0.0005252361297607422,1408,True,8,80,264,accurate,False
163,0.003922700881958008,2977,True,8,80,264,dynamic,False
164,0.007299900054931641,12283,True,10,100,388,accurate,True
165,0.13013982772827148,10026,True,10,100,388,dynamic,True
166,0.0014111995697021484,576,True,12,120,442,accurate,True
167,0.10971856117248535,0,True,12,120,442,dynamic,True
168,0.1190340518951416,8104,True,14,140,658,accurate,True
169,0.22019219398498535,7630,True,14,140,658,dynamic,True
170,2.551521062850952,0,True,16,160,1327,accurate,False
171,0.3745591640472412,1792,True,16,160,1327,dynamic,False
172,0.8210370540618896,0,True,18,180,1248,accurate,True
173,0.10869479179382324,600,True,18,180,1248,dynamic,True
174,4.0330400466918945,35722,True,20,200,1473,accurate,True
175,0.7165820598602295,21222,True,20,200,1473,dynamic,True
176,148.3999891281128,5760,True,22,220,2172,accurate,False
177,3.791285753250122,55519,True,22,220,2172,dynamic,False
178,14.437891721725464,15826,True,24,240,2459,accurate,True
179,0.21352458000183105,62920,True,24,240,2459,dynamic,True
180,8.130073547363281e-05,4096,True,6,60,83,accurate,True
181,0.0016431808471679688,5449,True,6,60,83,dynamic,True
182,0.0007421970367431641,6310,True,8,80,342,accurate,False
183,0.04259848594665527,5753,True,8,80,342,dynamic,False
184,0.0027933120727539062,584,True,10,100,470,accurate,False
185,0.04573345184326172,2952,True,10,100,470,dynamic,False
186,0.13732218742370605,648,True,12,120,693,accurate,False
187,0.2897002696990967,22243,True,12,120,693,dynamic,False
188,0.019797086715698242,832,True,14,140,705,accurate,True
189,0.03494858741760254,3472,True,14,140,705,dynamic,True
190,0.1677539348602295,1704,True,16,160,1067,accurate,True
191,0.14187407493591309,21810,True,16,160,1067,dynamic,True
192,3.204890489578247,8678,True,18,180,1282,accurate,True
193,3.3663852214813232,0,True,18,180,1282,dynamic,True
194,15.88431191444397,0,True,20,200,1907,accurate,True
195,3.2065722942352295,2264,True,20,200,1907,dynamic,True
196,57.65450143814087,44843,True,22,220,1995,accurate,True
197,0.5450341701507568,49896,True,22,220,1995,dynamic,True
198,70.81570291519165,0,True,24,240,2586,accurate,True
199,4.746487617492676,70199,True,24,240,2586,dynamic,True
200,0.00023674964904785156,9419,True,6,60,138,accurate,True
201,0.0027081966400146484,3280,True,6,60,138,dynamic,True
202,0.45575642585754395,0,True,8,80,326,accurate,False
203,0.004645109176635742,4055,True,8,80,326,dynamic,False
204,0.0008063316345214844,480,True,10,100,413,accurate,True
205,0.011374235153198242,5554,True,10,100,413,dynamic,True
206,0.002440214157104492,528,True,12,120,663,accurate,True
207,0.04400944709777832,9728,True,12,120,663,dynamic,True
208,0.06741046905517578,864,True,14,140,887,accurate,False
209,0.24863767623901367,1604,True,14,140,887,dynamic,False
210,0.02087092399597168,628,True,16,160,990,accurate,True
211,1.0744969844818115,22442,True,16,160,990,dynamic,True
212,8.518602132797241,0,True,18,180,1762,accurate,False
213,1.1514818668365479,40462,True,18,180,1762,dynamic,False
214,11.518667221069336,0,True,20,200,1694,accurate,True
215,2.820847511291504,0,True,20,200,1694,dynamic,True
216,151.66121864318848,0,True,22,220,2385,accurate,False
217,0.7124948501586914,58706,True,22,220,2385,dynamic,False
218,4.444293737411499,15494,True,24,240,2350,accurate,True
219,1.4998955726623535,62595,True,24,240,2350,dynamic,True
220,0.00019741058349609375,3216,True,6,60,160,accurate,False
221,0.0029578208923339844,3280,True,6,60,160,dynamic,False
222,8.440017700195312e-05,1376,True,8,80,193,accurate,True
223,0.004126071929931641,2760,True,8,80,193,dynamic,True
224,0.0008232593536376953,1464,True,10,100,385,accurate,True
225,0.017336368560791016,4087,True,10,100,385,dynamic,True
226,0.002010345458984375,1040,True,12,120,512,accurate,True
227,0.039423227310180664,6185,True,12,120,512,dynamic,True
228,0.15345287322998047,6796,True,14,140,926,accurate,False
229,0.12603449821472168,12646,True,14,140,926,dynamic,False
230,1.9504263401031494,0,True,16,160,1066,accurate,True
