,time,mem,correct,size,max_value,sum,algorithm,result
0,0.0001227855682373047,4168,True,6,60,151,accurate,False
1,0.0015654563903808594,3280,True,6,60,151,dynamic,False
2,0.0004107952117919922,1472,True,8,80,362,accurate,False
3,0.0049591064453125,4195,True,8,80,362,dynamic,False
4,0.01786661148071289,7212,True,10,100,413,accurate,False
5,0.019126415252685547,8263,True,10,100,413,dynamic,False
6,0.012813091278076172,0,True,12,120,615,accurate,True
7,0.0856790542602539,0,True,12,120,615,dynamic,True
8,0.049391984939575195,9371,True,14,140,777,accurate,True
9,0.032903194427490234,0,True,14,140,777,dynamic,True
10,1.1759960651397705,7788,True,16,160,1213,accurate,False
11,0.20708060264587402,7728,True,16,160,1213,dynamic,False
12,2.774646759033203,0,True,18,180,1721,accurate,False
13,0.4111635684967041,14422,True,18,180,1721,dynamic,False
14,2.4896578788757324,1760,True,20,200,1694,accurate,True
15,0.8743243217468262,0,True,20,200,1694,dynamic,True
16,12.9274001121521,45296,True,22,220,2027,accurate,True
17,1.0578105449676514,61659,True,22,220,2027,dynamic,True
18,1.029773473739624,0,True,24,240,1399,accurate,True
19,1.5613229274749756,42884,True,24,240,1399,dynamic,True
20,22.02431869506836,0,True,26,260,2964,accurate,True
21,2.767139196395874,2272,True,26,260,2964,dynamic,True
22,0.00011897087097167969,13472,True,6,60,74,accurate,True
23,0.001470804214477539,3280,True,6,60,74,dynamic,True
24,0.0009548664093017578,1384,True,8,80,308,accurate,False
25,0.016751527786254883,6730,True,8,80,308,dynamic,False
26,0.0004589557647705078,432,True,10,100,217,accurate,True
27,0.0027463436126708984,3310,True,10,100,217,dynamic,True
28,0.02772974967956543,0,True,12,120,570,accurate,False
29,0.24550986289978027,28457,True,12,120,570,dynamic,False
30,0.007891178131103516,624,True,14,140,541,accurate,True
31,0.021193265914916992,9726,True,14,140,541,dynamic,True
32,1.2914752960205078,18654,True,16,160,1180,accurate,False
33,0.11143112182617188,0,True,16,160,1180,dynamic,False
34,0.4521479606628418,19691,True,18,180,1268,accurate,True
35,0.17324113845825195,0,True,18,180,1268,dynamic,True
36,16.380199193954468,16693,True,20,200,2134,accurate,True
37,0.7548027038574219,0,True,20,200,2134,dynamic,True
38,9.958209037780762,12788,True,22,220,1918,accurate,True
39,2.024075508117676,49773,True,22,220,1918,dynamic,True
40,4.714103937149048,43007,True,24,240,2106,accurate,True
41,6.978976488113403,5236,True,24,240,2106,dynamic,True
42,70.15826153755188,50516,True,26,260,2644,accurate,True
43,5.252618312835693,74525,True,26,260,2644,dynamic,True
44,0.0002307891845703125,9052,True,6,60,201,accurate,False
45,0.003947734832763672,2760,True,6,60,201,dynamic,False
46,0.00028777122497558594,1424,True,8,80,210,accurate,True
47,0.0023221969604492188,2760,True,8,80,210,dynamic,True
48,0.0016210079193115234,1456,True,10,100,453,accurate,False
49,0.07898402214050293,8955,True,10,100,453,dynamic,False
50,0.16011977195739746,11112,True,12,120,603,accurate,False
51,0.21238350868225098,0,True,12,120,603,dynamic,False
52,0.010785341262817383,1496,True,14,140,711,accurate,True
53,0.18761610984802246,0,True,14,140,711,dynamic,True
54,1.0427372455596924,912,True,16,160,1287,accurate,False
55,0.49810051918029785,12007,True,16,160,1287,dynamic,False
56,0.11315155029296875,0,True,18,180,1143,accurate,True
57,0.13388395309448242,24516,True,18,180,1143,dynamic,True
58,8.888550758361816,0,True,20,200,1752,accurate,True
59,1.033627986907959,9353,True,20,200,1752,dynamic,True
60,75.67180871963501,15760,True,22,220,1810,accurate,True
61,3.257145881652832,47597,True,22,220,1810,dynamic,True
62,43.7173011302948,0,True,24,240,2084,accurate,True
63,4.663885831832886,59789,True,24,240,2084,dynamic,True
64,22.55414080619812,0,True,26,260,2535,accurate,True
65,3.1577394008636475,73868,True,26,260,2535,dynamic,True
66,0.00022101402282714844,408,True,6,60,138,accurate,False
67,0.003009319305419922,2760,True,6,60,138,dynamic,False
68,0.0925297737121582,7849,True,8,80,331,accurate,False
69,0.09865283966064453,5937,True,8,80,331,dynamic,False
70,0.007493734359741211,684,True,10,100,487,accurate,False
71,0.11009931564331055,0,True,10,100,487,dynamic,False
72,0.05285906791687012,2989,True,12,120,606,accurate,True
73,0.5666728019714355,10047,True,12,120,606,dynamic,True
74,0.8518784046173096,19042,True,14,140,939,accurate,False
75,0.2333364486694336,8872,True,14,140,939,dynamic,False
76,0.995927095413208,13294,True,16,160,1368,accurate,False
77,0.21259140968322754,0,True,16,160,1368,dynamic,False
78,0.03233838081359863,31889,True,18,180,1192,accurate,True
79,0.5558185577392578,0,True,18,180,1192,dynamic,True
80,33.32606768608093,35869,True,20,200,2001,accurate,False
81,2.707545280456543,38445,True,20,200,2001,dynamic,False
82,16.61455225944519,56911,True,22,220,1664,accurate,True
83,2.769639730453491,0,True,22,220,1664,dynamic,True
84,48.96270537376404,0,True,24,240,2359,accurate,True
85,1.780012845993042,64392,True,24,240,2359,dynamic,True
86,41.536362171173096,6616,True,26,260,2833,accurate,True
87,1.9152553081512451,81434,True,26,260,2833,dynamic,True
88,0.00021266937255859375,1336,True,6,60,137,accurate,False
