,time,mem,correct,size,max_value,sum,algorithm,result
0,7.43865966796875e-05,15394,True,6,60,103,accurate,False
1,0.0009684562683105469,3280,True,6,60,103,dynamic,False
2,0.00014901161193847656,384,True,8,80,204,accurate,True
3,0.001960277557373047,2760,True,8,80,204,dynamic,True
4,0.0006268024444580078,480,True,10,100,425,accurate,True
5,0.012162208557128906,5762,True,10,100,425,dynamic,True
6,0.06275010108947754,0,True,12,120,863,accurate,False
7,0.16692280769348145,0,True,12,120,863,dynamic,False
8,0.14380788803100586,14146,True,14,140,662,accurate,True
9,0.03877091407775879,11161,True,14,140,662,dynamic,True
10,0.09941959381103516,0,True,16,160,1026,accurate,True
11,0.5102674961090088,0,True,16,160,1026,dynamic,True
12,2.5052826404571533,22531,True,18,180,1510,accurate,False
13,0.5107772350311279,0,True,18,180,1510,dynamic,False
14,0.9262194633483887,0,True,20,200,1382,accurate,True
15,0.5124592781066895,0,True,20,200,1382,dynamic,True
16,84.1750328540802,5048,True,22,220,2247,accurate,True
17,2.745150089263916,108598,True,22,220,2247,dynamic,True
18,3.267913818359375,44851,True,24,240,2133,accurate,True
19,2.64125657081604,59930,True,24,240,2133,dynamic,True
20,250.11027312278748,14984,True,26,260,2913,accurate,True
21,8.051794290542603,80874,True,26,260,2913,dynamic,True
22,0.00015425682067871094,8650,True,6,60,186,accurate,False
23,0.002710103988647461,3280,True,6,60,186,dynamic,False
24,0.0004031658172607422,1336,True,8,80,249,accurate,True
25,0.007723331451416016,2914,True,8,80,249,dynamic,True
26,0.00023651123046875,1336,True,10,100,267,accurate,True
27,0.015002250671386719,4180,True,10,100,267,dynamic,True
28,0.020686864852905273,3068,True,12,120,578,accurate,True
29,0.021265029907226562,0,True,12,120,578,dynamic,True
30,0.10482263565063477,3152,True,14,140,815,accurate,True
31,0.17313647270202637,27322,True,14,140,815,dynamic,True
32,0.5048456192016602,0,True,16,160,1107,accurate,False
33,0.33473658561706543,5974,True,16,160,1107,dynamic,False
34,0.7785358428955078,30922,True,18,180,1362,accurate,False
35,0.7122762203216553,14274,True,18,180,1362,dynamic,False
36,19.730326414108276,0,True,20,200,1738,accurate,False
37,3.4363601207733154,30392,True,20,200,1738,dynamic,False
38,7.585824728012085,6392,True,22,220,1842,accurate,True
39,1.393691062927246,47685,True,22,220,1842,dynamic,True
40,15.426183700561523,0,True,24,240,2399,accurate,True
41,5.236248016357422,58490,True,24,240,2399,dynamic,True
42,362.6276397705078,85274,True,26,260,2761,accurate,True
43,3.3689379692077637,0,True,26,260,2761,dynamic,True
44,0.00010466575622558594,32891,True,6,60,64,accurate,False
45,0.0008919239044189453,3280,True,6,60,64,dynamic,False
46,0.0012359619140625,568,True,8,80,398,accurate,False
47,0.013046741485595703,4875,True,8,80,398,dynamic,False
48,0.0034112930297851562,31655,True,10,100,345,accurate,False
49,0.014530181884765625,5126,True,10,100,345,dynamic,False
50,0.0005042552947998047,6280,True,12,120,271,accurate,True
